"","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL","ENTREZID","GENENAME"
"227612_at",2.89335489172852,11.0590097057074,8.59911838578346,7.5227542839902e-15,2.84822155916425e-10,22.9307321536901,"ELAVL3","1995","ELAV like RNA binding protein 3"
"1316_at",2.85851500258678,8.90742457850314,8.53039408470055,1.13022422537817e-14,2.84822155916425e-10,22.5472882836716,"THRA","7067","thyroid hormone receptor alpha"
"212451_at",2.57359008826613,9.9917263347998,7.91038137409188,4.21263112594784e-13,7.0773607126299e-09,19.138380906611,"SECISBP2L","9728","SECIS binding protein 2 like"
"220617_s_at",-2.45033682873603,7.27114073130589,-7.82073848602979,7.04570345631792e-13,8.87776249754699e-09,18.6537859060891,"ZNF532","55205","zinc finger protein 532"
"229312_s_at",2.92905564788959,8.42992240768119,7.774018468321,9.20292852205082e-13,9.27673600879767e-09,18.4021296759235,"GKAP1","80318","G kinase anchoring protein 1"
"243683_at",3.35034446912428,7.1077087537197,7.42400695809832,6.66006598467343e-12,5.5138405095692e-08,16.5376249200418,"MORF4L2","9643","mortality factor 4 like 2"
"225197_at",-2.26886741997759,7.94974197391523,-7.39904475680708,7.6579598751978e-12,5.5138405095692e-08,16.4061210188669,"HAPSTR1","29035","HUWE1 associated protein modifying stress responses"
"226018_at",-2.24290087822971,9.53516406114961,-7.23517355147316,1.90477183811266e-11,1.20003006765895e-07,15.5479669190955,"MTURN","222166","maturin, neural progenitor differentiation regulator homolog"
"225660_at",2.90768552999354,8.81143547627814,7.14353986269831,3.15735927095232e-11,1.76815627350298e-07,15.0721046983344,"SEMA6A","57556","semaphorin 6A"
"1569126_at",3.04354567549154,6.14265876544424,7.09583325613919,4.10264910457694e-11,1.94053759629684e-07,14.8255309280304,"CCNC","892","cyclin C"
"1552482_at",3.1233776820654,6.50647242779331,7.09002990534665,4.23521627730903e-11,1.94053759629684e-07,14.7955915388801,"RAPH1","65059","Ras association (RalGDS/AF-6) and pleckstrin homology domains 1"
"1555920_at",3.26414826733664,6.49517322522021,7.06140069351166,4.95369994062135e-11,1.99507030284161e-07,14.6480714997142,"CBX3","11335","chromobox 3"
"231643_s_at",2.2680868968847,7.08953713811345,7.0544372027306,5.14591256858812e-11,1.99507030284161e-07,14.6122349910115,"CMIP","80790","c-Maf inducing protein"
"240392_at",3.8288361737652,6.12645230619118,7.01365761291411,6.42868532659326e-11,2.23865357408351e-07,14.4027240272857,NA,NA,NA
"239035_at",2.19758699628234,8.28746716558482,7.00710049937475,6.66252725367606e-11,2.23865357408351e-07,14.3690927781539,"MTHFR","4524","methylenetetrahydrofolate reductase"
"243826_at",3.00439192860626,6.41072546645639,6.96864399397939,8.21296055729472e-11,2.58713390655132e-07,14.1721701808582,NA,NA,NA
"222633_at",2.62303596082634,10.3725016106395,6.85229984644223,1.54125233044544e-10,4.25581618164457e-07,13.579789800278,"TBL1XR1","79718","TBL1X/Y related 1"
"239833_at",3.51660291811833,6.59718764474406,6.84980351464526,1.56211912650648e-10,4.25581618164457e-07,13.5671359021032,NA,NA,NA
"220828_s_at",3.33057204393914,6.06430436881873,6.8447234176447,1.60544786665817e-10,4.25581618164457e-07,13.5413923190692,"LINC01949","55338","long intergenic non-protein coding RNA 1949"
"210371_s_at",-2.05317922233475,6.83551317591799,-6.82732306604001,1.76303503249231e-10,4.25581618164457e-07,13.4532908960416,"RBBP4","5928","RB binding protein 4, chromatin remodeling factor"
"206864_s_at",2.82866942658304,7.72895355576473,6.82625170868936,1.77322155938446e-10,4.25581618164457e-07,13.4478702305844,"HRK","8739","harakiri, BCL2 interacting protein"
"242066_at",3.81432101896667,5.1711302674554,6.74583659510198,2.72894654390158e-10,6.25189248905379e-07,13.0422794458897,NA,NA,NA
"205794_s_at",-2.00390108403256,8.6170392437454,-6.72753024667671,3.00925779540842e-10,6.41404408926339e-07,12.9503036030653,"NOVA1","4857","NOVA alternative splicing regulator 1"
"201020_at",-3.27837507974493,7.73424726504548,-6.72474973256238,3.05424610905183e-10,6.41404408926339e-07,12.9363452407968,"YWHAH","7533","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta"
"243496_at",3.15399503771577,7.40715726179858,6.71038475666883,3.29744142165553e-10,6.64777380371441e-07,12.8642812706319,"RAB18","22931","RAB18, member RAS oncogene family"
"209683_at",-2.20309555954332,7.14611081101284,-6.68267489840744,3.82169901718593e-10,7.40836354481493e-07,12.7255043705247,"CYRIA","81553","CYFIP related Rac1 interactor A"
"222582_at",-2.12869720991888,6.92675166279274,-6.66830397785652,4.12510734337112e-10,7.6152908213043e-07,12.6536535103742,"PRKAG2","51422","protein kinase AMP-activated non-catalytic subunit gamma 2"
"218381_s_at",1.87403039229678,8.47069538274208,6.65863218406947,4.34254205549057e-10,7.6152908213043e-07,12.6053441088606,"U2AF2","11338","U2 small nuclear RNA auxiliary factor 2"
"217538_at",2.77809398805832,5.99341612403135,6.65694005293973,4.38172722401986e-10,7.6152908213043e-07,12.5968960249404,"SGSM2","9905","small G protein signaling modulator 2"
"212492_s_at",3.64630392528812,8.29551843365035,6.62374992941379,5.22471158948105e-10,8.77768962738115e-07,12.4314277247082,"KDM4B","23030","lysine demethylase 4B"
"243329_at",2.83242734605407,7.36921340565441,6.61699786240798,5.41481729533797e-10,8.80361956459126e-07,12.3978206282335,NA,NA,NA
"236439_at",3.8204871335453,6.94496349134845,6.60256994836488,5.84416510197764e-10,8.96041289044385e-07,12.3260712574047,NA,NA,NA
"242068_at",2.80543372607784,7.75307817235278,6.60183792397856,5.86682060642938e-10,8.96041289044385e-07,12.3224332164117,NA,NA,NA
"238595_at",2.55134444968676,7.25681207851459,6.57522028300804,6.75205217704681e-10,1.00091229933922e-06,12.1902982666281,NA,NA,NA
"201072_s_at",2.75742918776631,6.70151332030259,6.54794826809518,7.79531917906994e-10,1.12254823412658e-06,12.0552198985205,"SMARCC1","6599","SWI/SNF related BAF chromatin remodeling complex subunit C1"
"242835_s_at",2.76468077984219,8.42771938577687,6.5064092839521,9.69637677732288e-10,1.35751968320514e-06,11.8500754277129,"MAP4K3-DT","728730","MAP4K3 divergent transcript"
"1553172_at",2.07883919283074,7.7477427431223,6.49650251045121,1.02132800468995e-09,1.38875869506999e-06,11.8012572350519,"ZNF777","27153","zinc finger protein 777"
"244300_at",2.59735502267156,7.60844807734738,6.49175351392708,1.04705919352115e-09,1.38875869506999e-06,11.7778700647224,NA,NA,NA
"237560_at",2.93084083099654,7.52998688329834,6.48586592592134,1.07984675098163e-09,1.39552195118526e-06,11.7488890104675,"MRPS5","64969","mitochondrial ribosomal protein S5"
"220609_at",3.77768055336005,8.93561712664765,6.47591529563944,1.13757301075138e-09,1.43337043287201e-06,11.6999415401678,"SIMC1P1","202181","SIMC1 pseudogene 1"
"205738_s_at",-2.95821359139816,6.10127679124909,-6.45505375153911,1.26863175382271e-09,1.55951973230289e-06,11.5974599920395,"FABP3","2170","fatty acid binding protein 3"
"228147_at",2.78864058068991,8.1820091175792,6.4346500121045,1.41114891504183e-09,1.69341229683388e-06,11.4974077182397,NA,NA,NA
"230885_at",2.84426714091384,8.74228854231512,6.42309609198199,1.49871910216169e-09,1.75667305739654e-06,11.4408310760963,"SPG7","6687","SPG7 matrix AAA peptidase subunit, paraplegin"
"229966_at",1.97329859504268,7.568541882505,6.41283118313656,1.5809899928041e-09,1.81098810516635e-06,11.390614761015,"EWSR1","2130","EWS RNA binding protein 1"
"202773_s_at",3.13502668480877,7.7155068465151,6.40354604696331,1.65922530793277e-09,1.83264826313826e-06,11.3452308329542,"SFSWAP","6433","splicing factor SWAP"
"217936_at",-1.83824585027427,7.71373664695608,-6.40131341197581,1.67859795249641e-09,1.83264826313826e-06,11.3343237282497,"ARHGAP5","394","Rho GTPase activating protein 5"
"242352_at",3.23391780054998,7.88717572532079,6.3978621440079,1.70898332111463e-09,1.83264826313826e-06,11.3174674894507,"NIPBL","25836","NIPBL cohesin loading factor"
"1553107_s_at",2.07426555446739,8.80411808553932,6.37457386062218,1.92863707213162e-09,2.0251091056772e-06,11.2038614420854,"C5orf24","134553","chromosome 5 open reading frame 24"
"201635_s_at",2.89866225424402,9.58348099129771,6.36073232200628,2.0721068408462e-09,2.13135218133652e-06,11.1364512598722,"FXR1","8087","FMR1 autosomal homolog 1"
"239533_at",2.83501485009436,8.87139428242054,6.33010573518534,2.42789555439971e-09,2.43211865867434e-06,10.9875948902519,"GPR155","151556","G protein-coupled receptor 155"
"230528_s_at",1.81614749557375,8.67821895946497,6.32748255509034,2.46102362239621e-09,2.43211865867434e-06,10.9748645232305,"CENPBD2P","65996","CENPB DNA-binding domains containing 2, pseudogene"
"243498_at",3.86702668133702,5.8537039449321,6.32037886672446,2.55298340178919e-09,2.47447916218417e-06,10.9404054204522,NA,NA,NA
"206562_s_at",2.46499963485509,8.97237085384603,6.30745307419451,2.72905770808653e-09,2.59523089708055e-06,10.8777614462844,"CSNK1A1","1452","casein kinase 1 alpha 1"
"203202_at",1.87291898362248,9.42488967619564,6.27560498360732,3.21543166107468e-09,3.00112909536713e-06,10.7237295247492,"KRR1","11103","KRR1 small subunit processome component"
"1554249_a_at",3.60331163500645,5.48206916154879,6.24916107109719,3.68321743890533e-09,3.37523349342305e-06,10.5961801516154,"ZNF638","27332","zinc finger protein 638"
"243295_at",2.17445150221165,7.89837922379955,6.23660510812159,3.92814144304132e-09,3.5353974441201e-06,10.5357282102974,"RBM27","54439","RNA binding motif protein 27"
"230629_s_at",2.872343514347,8.65449271845032,6.22793243418474,4.10658828964793e-09,3.59663475270086e-06,10.494014425129,"EP400","57634","E1A binding protein p400"
"35436_at",2.34786180797197,8.63374976148267,6.22583906032003,4.15084034620068e-09,3.59663475270086e-06,10.4839508367349,"GOLGA2","2801","golgin A2"
"200953_s_at",-1.73212409323393,8.79537021581149,-6.22306227219505,4.21026270132241e-09,3.59663475270086e-06,10.4706049046619,"CCND2","894","cyclin D2"
"217152_at",2.54145446700414,7.70231187702921,6.19618654223201,4.83033871424291e-09,4.05756502560928e-06,10.3416148944832,NA,NA,NA
"211993_at",2.24876037145146,9.00968504950018,6.16864219878115,5.5587799129366e-09,4.59291912117898e-06,10.2097587080437,"WNK1","65125","WNK lysine deficient protein kinase 1"
"217818_s_at",-2.56791430472256,3.21782127395141,-6.15914193227214,5.83423500504624e-09,4.74276255627961e-06,10.1643613603953,"ARPC4","10093","actin related protein 2/3 complex subunit 4"
"207702_s_at",2.99172618060824,8.14796747399365,6.15468213069308,5.96812507315276e-09,4.74424383792385e-06,10.1430644096626,"MAGI2","9863","membrane associated guanylate kinase, WW and PDZ domain containing 2"
"219193_at",-2.32070306891636,6.64312952708251,-6.15283960540355,6.02431708948486e-09,4.74424383792385e-06,10.1342684561713,"WDR70","55100","WD repeat domain 70"
"212384_at",2.87982010561162,6.56064397141891,6.14313514526239,6.32896007111363e-09,4.90747563914151e-06,10.0879666637643,"DDX39B","7919","DExD-box helicase 39B"
"200598_s_at",2.052873459941,8.59560625550089,6.13486435495961,6.60049686130827e-09,5.01472170182062e-06,10.0485396212869,"HSP90B1","7184","heat shock protein 90 beta family member 1"
"241701_at",2.62773125205941,8.09638454838206,6.13291143039187,6.66626364599873e-09,5.01472170182062e-06,10.0392346193787,"ARHGAP21","57584","Rho GTPase activating protein 21"
"212417_at",2.82809499257035,10.2204564870487,6.11133956601269,7.4369140971417e-09,5.4613351252737e-06,9.93657030342801,"SCAMP1","9522","secretory carrier membrane protein 1"
"1556323_at",2.79988361867545,8.07467646664246,6.11004506427507,7.48584390129512e-09,5.4613351252737e-06,9.93041644143613,"CELF2","10659","CUGBP Elav-like family member 2"
"208003_s_at",2.42245885862562,8.77303515576465,6.10744606907976,7.58503717722186e-09,5.4613351252737e-06,9.9180635822596,"NFAT5","10725","nuclear factor of activated T cells 5"
"1563881_at",2.63598183802552,7.24143303189391,6.09596911122479,8.03871619480193e-09,5.70646950611566e-06,9.86355211609541,"MAGI1","9223","membrane associated guanylate kinase, WW and PDZ domain containing 1"
"226554_at",2.21205351271604,10.6672130297393,6.08356634584414,8.55894653188641e-09,5.99138144657788e-06,9.80471281670064,"ZBTB7A","51341","zinc finger and BTB domain containing 7A"
"1552275_s_at",2.27511285356873,7.6633129515555,6.07441287433846,8.96393829304377e-09,6.18892402613286e-06,9.76133469339453,"PXK","54899","PX domain containing serine/threonine kinase like"
"230064_at",3.01564685997602,8.71534867487226,6.06297339936062,9.49658527967772e-09,6.46253234795989e-06,9.70717875704314,NA,NA,NA
"226368_at",2.24572699060832,8.1698535903992,6.06048141516413,9.61667280603543e-09,6.46253234795989e-06,9.69538958171502,"CHST11","50515","carbohydrate sulfotransferase 11"
"236338_at",3.14494481720215,7.48292885439313,6.05707002348259,9.78348516119233e-09,6.48812415275335e-06,9.67925559901905,NA,NA,NA
"1559618_at",2.31414417399335,7.75887095873634,6.03221574187823,1.10875443245628e-08,7.25744573379597e-06,9.56187518907798,NA,NA,NA
"232614_at",2.98187267627802,6.88953138936768,6.02584705125091,1.14482532945675e-08,7.39747967050639e-06,9.53184475209291,NA,NA,NA
"227152_at",2.95926911339093,6.80543304563655,6.01985231506797,1.17982864654013e-08,7.52715741952774e-06,9.50359529805066,"RESF1","55196","retroelement silencing factor 1"
"233039_at",3.20970283611342,5.73655443738847,5.99559542903852,1.33250006514258e-08,8.39491697290639e-06,9.38946314566198,NA,NA,NA
"205463_s_at",-1.77643364587595,8.54199528109393,-5.99221682094992,1.35524674208429e-08,8.43281370960375e-06,9.3735886876803,"PDGFA","5154","platelet derived growth factor subunit A"
"234190_at",3.18227533534344,5.45793012301602,5.9806622914603,1.43595351220976e-08,8.77620759123788e-06,9.3193409873719,NA,NA,NA
"239268_at",2.73355926540278,5.80149469205439,5.97937115900294,1.44525947912292e-08,8.77620759123788e-06,9.31328320473406,"NDUFS1","4719","NADH:ubiquinone oxidoreductase core subunit S1"
"223144_s_at",-1.85589677106161,7.49878110938849,-5.96576298973996,1.54700953397538e-08,9.16694986425188e-06,9.24948481363577,"AKIRIN2","55122","akirin 2"
"203147_s_at",2.40828548522427,7.73862506408201,5.96454955292029,1.55641640087285e-08,9.16694986425188e-06,9.24380027280909,"TRIM14","9830","tripartite motif containing 14"
"228858_at",2.55552844821732,6.777075572556,5.96355467967774,1.56417072741744e-08,9.16694986425188e-06,9.23914015976202,NA,NA,NA
"243361_at",2.9943814423631,6.04283853567336,5.95718711155453,1.61470607583728e-08,9.35434493428446e-06,9.20932500609323,"SREK1","140890","splicing regulatory glutamic acid and lysine rich protein 1"
"215645_at",2.74762143497723,6.71229520381025,5.95340442596008,1.64548111440667e-08,9.42430609627396e-06,9.19162246657609,"FLCN","201163","folliculin"
"235149_at",2.79162647878845,8.45477895160433,5.94758371174685,1.69396352365964e-08,9.46527694354678e-06,9.16439574269475,"PGM2L1","283209","phosphoglucomutase 2 like 1"
"204372_s_at",1.66371348370765,9.13687830376699,5.94648862330074,1.70324007186074e-08,9.46527694354678e-06,9.15927524231357,"KHSRP","8570","KH-type splicing regulatory protein"
"200950_at",-3.81995388769509,6.93816254019216,-5.94581460785757,1.70897442880649e-08,9.46527694354678e-06,9.15612391771755,"ARPC1A","10552","actin related protein 2/3 complex subunit 1A"
"214104_at",1.70826632333682,8.39699916888736,5.93527576962509,1.80113669889551e-08,9.81624247337772e-06,9.10687885233048,"GPR161","23432","G protein-coupled receptor 161"
"238738_at",2.7877739064193,6.08909843656106,5.93414672189568,1.81129451801378e-08,9.81624247337772e-06,9.10160633182059,NA,NA,NA
"222820_at",-2.29014222300207,6.1715486034053,-5.92096005291707,1.93417068763254e-08,1.03706528539753e-05,9.04007216658463,"TNRC6C","57690","trinucleotide repeat containing adaptor 6C"
"204513_s_at",-2.45299516295731,6.84379808906058,-5.90929705964676,2.04963141626329e-08,1.07835196793624e-05,8.98571888536692,"ELMO1","9844","engulfment and cell motility 1"
"204270_at",2.36280316708205,7.69578650273745,5.90713770162979,2.07173750739363e-08,1.07835196793624e-05,8.97566289436539,"SKI","6497","SKI proto-oncogene"
"208703_s_at",-2.14971017003463,7.82695612318974,-5.90678615648356,2.07535844308278e-08,1.07835196793624e-05,8.97402598767074,"APLP2","334","amyloid beta precursor like protein 2"
"230272_at",-2.24402007926997,8.5503522748279,-5.88583988751403,2.3026741944755e-08,1.16370541120433e-05,8.87660301188624,"MIR9-2HG","645323","MIR9-2 host gene"
"232264_at",2.58383885416665,8.43725208665547,5.88564591715688,2.30488923825877e-08,1.16370541120433e-05,8.87570184705961,NA,NA,NA
"241216_at",2.49354920178762,6.55311927802629,5.88529572917931,2.3088934965662e-08,1.16370541120433e-05,8.87407495939959,NA,NA,NA
"223916_s_at",3.62468474074218,5.70577643328442,5.88138689283878,2.35405471305443e-08,1.17471991675897e-05,8.85591956564056,"BCOR","54880","BCL6 corepressor"
"235765_at",2.86886572270134,7.2698953573733,5.87469228065819,2.43342030411252e-08,1.20241977203505e-05,8.82484257541402,"TLE4","7091","TLE family member 4, transcriptional corepressor"
"1553313_s_at",3.23882492204707,6.27232505000481,5.85488623493357,2.68388883351901e-08,1.31330758347759e-05,8.73303092445938,"SLC5A3","6526","solute carrier family 5 member 3"
"209953_s_at",-3.12392839858278,5.73557212063604,-5.84116718497046,2.8720098281579e-08,1.39184776297102e-05,8.66954985114078,"CDC37","11140","cell division cycle 37, HSP90 cochaperone"
"213305_s_at",2.00736432818861,7.12122237184133,5.8359035144673,2.94756463148764e-08,1.41485909515817e-05,8.64521854450382,"PPP2R5C","5527","protein phosphatase 2 regulatory subunit B'gamma"
"236484_at",2.78247885149487,6.86271606507955,5.82097377325838,3.17261543565782e-08,1.5085187789867e-05,8.57628104727495,NA,NA,NA
"212620_at",2.25468640375044,7.23174198956981,5.81708384994871,3.23396288479582e-08,1.52331741454761e-05,8.55833777297113,"ZNF609","23060","zinc finger protein 609"
"201996_s_at",2.392103696989,8.20787156566205,5.81057185740188,3.33927231239823e-08,1.55795886193691e-05,8.52831648890439,"SPEN","23013","spen family transcriptional repressor"
"236645_at",3.0248513353148,5.64207847183847,5.80734318477144,3.39272298309357e-08,1.55795886193691e-05,8.51343969589588,"HBP1","26959","HMG-box transcription factor 1"
"230058_at",2.68481013402187,7.06594990900835,5.80689314650258,3.40023957487075e-08,1.55795886193691e-05,8.5113664645421,"ENTR1","10807","endosome associated trafficking regulator 1"
"212033_at",-1.66402673335869,9.06174699294894,-5.80427244549062,3.44433585676661e-08,1.56394568934139e-05,8.49929546756734,"RBM25","58517","RNA binding motif protein 25"
"240168_at",2.53051390909434,7.18558338166812,5.80027577792368,3.51266443428082e-08,1.57833020888081e-05,8.48089338442034,"XPO7","23039","exportin 7"
"202072_at",-3.05181556935203,4.87383792411688,-5.79877599153436,3.53864632851594e-08,1.57833020888081e-05,8.47398990414681,"HNRNPL","3191","heterogeneous nuclear ribonucleoprotein L"
"232008_s_at",2.02137099937301,8.59747265103877,5.79691625249283,3.57112535857911e-08,1.57884464208549e-05,8.46543114128047,"BBX","56987","BBX high mobility group box domain containing"
"215069_at",2.5384835106431,6.41830819698503,5.7948449203137,3.60764331312175e-08,1.5811202663013e-05,8.45590064694862,"NMT2","9397","N-myristoyltransferase 2"
"205187_at",2.41619736161493,5.88638869344233,5.79299284523125,3.64060514447564e-08,1.58181155074756e-05,8.44738081409576,"SMAD5","4090","SMAD family member 5"
"210414_at",2.00981824590708,7.22962633499613,5.7871241142883,3.74701165849601e-08,1.60181293620225e-05,8.42039515040337,"FLRT1","23769","fibronectin leucine rich transmembrane protein 1"
"1562550_at",3.06857344503352,5.82924679618128,5.78695068961658,3.75020191011817e-08,1.60181293620225e-05,8.41959797116879,NA,NA,NA
"220591_s_at",2.49814178807348,6.99873067444464,5.78478664495716,3.79023511872092e-08,1.60530790099708e-05,8.40965180675118,"EFHC2","80258","EF-hand domain containing 2"
"218609_s_at",-2.93806184419798,5.90859798888163,-5.78039023840077,3.87285784532503e-08,1.62663256885189e-05,8.38945276038141,"NUDT2","318","nudix hydrolase 2"
"230742_at",2.74155076770737,7.28009842306164,5.77285298397426,4.01862798558498e-08,1.67390800910305e-05,8.35484597529665,"RBM5","10181","RNA binding motif protein 5"
"239661_at",2.71381820285788,6.20915542008851,5.75927003072866,4.29500028192732e-08,1.76342264207566e-05,8.29255336043849,NA,NA,NA
"231628_s_at",4.9593935482236,4.29605450629741,5.75886572178873,4.3035055847167e-08,1.76342264207566e-05,8.29070059730012,"SERPINB6","5269","serpin family B member 6"
"205596_s_at",1.77626473529522,8.9718247902183,5.75251577412767,4.43926975239255e-08,1.79087517324875e-05,8.26161257416171,"SMURF2","64750","SMAD specific E3 ubiquitin protein ligase 2"
"205871_at",2.46183269454909,8.48556871291687,5.75216675599078,4.44685219127167e-08,1.79087517324875e-05,8.2600143755663,"PLGLB2","5342","plasminogen like B2"
"204584_at",1.83054767658795,10.3886757940838,5.75078026802246,4.47709910179048e-08,1.79087517324875e-05,8.25366608162748,"L1CAM","3897","L1 cell adhesion molecule"
"237262_at",1.76037833233516,8.13513276707981,5.7472857189423,4.55423044145838e-08,1.79334424005528e-05,8.23766997234854,"GAREM1","64762","GRB2 associated regulator of MAPK1 subtype 1"
"1568815_a_at",2.54853848164656,6.98901527740184,5.74727654234505,4.55443468834102e-08,1.79334424005528e-05,8.23762797514742,"DDX50","79009","DExD-box helicase 50"
"204184_s_at",2.31199313315483,8.91050026402499,5.73891496101129,4.74431561388494e-08,1.85362985469314e-05,8.19937855393336,"GRK3","157","G protein-coupled receptor kinase 3"
"217482_at",2.72272358618983,6.91289649776766,5.7329485791954,4.88451834536421e-08,1.8937277624977e-05,8.17210757347902,NA,NA,NA
"230392_at",2.94617420138409,6.42246928531341,5.71839372207901,5.24376720974757e-08,2.01748939800372e-05,8.10565688721843,NA,NA,NA
"208720_s_at",-1.51590879624373,8.67642273108916,-5.71590158315127,5.30781852595653e-08,2.02529431666257e-05,8.09428981088949,"RBM39","9584","RNA binding motif protein 39"
"1556336_at",2.99679467193852,6.84718275862089,5.71449062880297,5.34442062887882e-08,2.02529431666257e-05,8.08785561492931,"RBMX","27316","RNA binding motif protein X-linked"
"1570098_at",2.93226847808633,4.90883495103183,5.70847484468754,5.50326863806968e-08,2.06992718378619e-05,8.06043405132352,NA,NA,NA
"210172_at",2.49453542383721,7.34119222116977,5.69977647454,5.74114696317397e-08,2.14340405993283e-05,8.02081738735481,"SF1","7536","splicing factor 1"
"1558546_at",2.41431149948121,6.7127057838915,5.69406498203966,5.90278142910274e-08,2.1875447559427e-05,7.99482559155284,"DNASE1","1773","deoxyribonuclease 1"
"201197_at",-2.1395989529756,7.86641766527656,-5.68943893280252,6.03695303198594e-08,2.22093773551185e-05,7.97378572881416,"AMD1","262","adenosylmethionine decarboxylase 1"
"227195_at",1.88327223867813,8.58991046313597,5.68120270991955,6.28325309932033e-08,2.29479883665829e-05,7.93635364279048,"ZNF503","84858","zinc finger protein 503"
"243995_at",2.45878161162873,6.53495798789052,5.678884518795,6.35433195763166e-08,2.3030926468491e-05,7.92582421366167,"PTAR1","375743","protein prenyltransferase alpha subunit repeat containing 1"
"205466_s_at",2.29930054522369,7.20618861365389,5.67749371524297,6.39735264298077e-08,2.3030926468491e-05,7.91950839332502,"HS3ST1","9957","heparan sulfate-glucosamine 3-sulfotransferase 1"
"209860_s_at",-1.70194839041668,8.74292964620132,-5.67500675203225,6.47499117187228e-08,2.31451085144351e-05,7.9082172611183,"ANXA7","310","annexin A7"
"222527_s_at",2.94038258995634,6.44651701124543,5.67214773199875,6.56538351752691e-08,2.33029503286531e-05,7.89524089484346,"RBM22","55696","RNA binding motif protein 22"
"222380_s_at",2.20159970070032,10.2602972394151,5.66772558250499,6.70763224091509e-08,2.36019884795881e-05,7.8751782114796,"PDCD6","10016","programmed cell death 6"
"235952_at",2.44691092923571,5.87231717425163,5.66663140573336,6.74329148441635e-08,2.36019884795881e-05,7.87021564476833,"DGKH","160851","diacylglycerol kinase eta"
"219156_at",1.71218209219986,7.20316310391856,5.65853834222912,7.01286284058101e-08,2.43762275881464e-05,7.83352935711902,"SYNJ2BP","55333","synaptojanin 2 binding protein"
"238277_at",2.26131326893313,6.59359948611902,5.65650914629918,7.08208850672631e-08,2.44482426594187e-05,7.82433623149064,NA,NA,NA
"1555125_at",3.16050433847728,5.74336029849691,5.63649282252665,7.80174855016584e-08,2.67493829031911e-05,7.73376843216656,"PAXBP1","94104","PAX3 and PAX7 binding protein 1"
"240383_at",2.43211757102344,7.50817332080619,5.6289747540317,8.09012100137294e-08,2.73433617634171e-05,7.69980538053259,"UBE2D3","7323","ubiquitin conjugating enzyme E2 D3"
"222652_s_at",1.95135787653581,7.11684831118471,5.62845689555047,8.1103637622846e-08,2.73433617634171e-05,7.69746702905639,"GLYR1","84656","glyoxylate reductase 1 homolog"
"216101_at",3.01564785114194,7.41306700606397,5.62775845435123,8.13774382356016e-08,2.73433617634171e-05,7.69431349166327,NA,NA,NA
"202243_s_at",-2.46484508839526,8.78292467829662,-5.62613070994551,8.20190525358119e-08,2.73764388533606e-05,7.68696503935474,"PSMB4","5692","proteasome 20S subunit beta 4"
"224771_at",2.6395441590534,9.13947178950159,5.62428824919026,8.27512695752703e-08,2.74391232754158e-05,7.67864892118683,"NAV1","89796","neuron navigator 1"
"234587_at",2.04375505896818,6.65625233583682,5.61873152531378,8.49984888647123e-08,2.8000057759937e-05,7.65357888404067,NA,NA,NA
"229776_at",2.59985810339431,6.92236587330061,5.61654418952016,8.58993454049544e-08,2.81130708295786e-05,7.64371480663442,"SLCO3A1","28232","solute carrier organic anion transporter family member 3A1"
"217749_at",-2.08268716057328,6.50121601252938,-5.61142046365423,8.80462454998512e-08,2.86297988350839e-05,7.62061850704372,"COPG1","22820","coat protein complex I subunit gamma 1"
"240451_at",2.85425637810615,6.09728430809774,5.60577155718756,9.0473997425311e-08,2.91670670775959e-05,7.59517080012203,NA,NA,NA
"1555272_at",-1.67367703833543,7.08254301990702,-5.6048963940145,9.08559260963585e-08,2.91670670775959e-05,7.59122978407983,"RSPH10B2","728194","radial spoke head 10 homolog B2"
"1555882_at",-3.31404539609921,5.2957704655894,-5.60179098307535,9.2223911123317e-08,2.92952316417425e-05,7.57724881066465,"SPIN3","169981","spindlin family member 3"
"50221_at",2.66689656460891,6.91742333946249,5.60092398066879,9.26094208836057e-08,2.92952316417425e-05,7.57334635529694,"TFEB","7942","transcription factor EB"
"237018_at",2.43440072426977,7.29681493077349,5.60005164754132,9.29988901545367e-08,2.92952316417425e-05,7.5694203046585,NA,NA,NA
"214577_at",2.78297592885536,10.4583422692792,5.59157626317994,9.68671726983318e-08,3.03242383302399e-05,7.53129655431785,"MAP1B","4131","microtubule associated protein 1B"
"217620_s_at",2.6531470052485,6.57819882606213,5.56791498580839,1.08517659952562e-07,3.37617196251179e-05,7.42506450715492,"PIK3CB","5291","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta"
"224875_at",2.09335403271187,6.26660714926541,5.56517799846962,1.09950593051202e-07,3.39976677323536e-05,7.41279535258992,"C5orf24","134553","chromosome 5 open reading frame 24"
"1557385_at",2.24814241390186,6.95935161252214,5.552751453416,1.1669230884009e-07,3.586225035274e-05,7.35714055037002,"FAM161A","84140","FAM161 centrosomal protein A"
"209411_s_at",2.13796762200008,9.01485490574016,5.54876930124691,1.18936935857338e-07,3.63305485099739e-05,7.33932301966133,"GGA3","23163","golgi associated, gamma adaptin ear containing, ARF binding protein 3"
"215385_at",2.14754962637405,7.83824134817511,5.54720375434689,1.19830891744814e-07,3.63831131013878e-05,7.33232052809809,NA,NA,NA
"201400_at",-1.82049881208092,8.73674886434509,-5.54195305917578,1.22877311898254e-07,3.70846670478079e-05,7.30884435901921,"PSMB3","5691","proteasome 20S subunit beta 3"
