"","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL","ENTREZID","GENENAME"
"231835_at",-3.15205574149085,9.46210803432861,-12.8850580107013,2.05659376112722e-26,1.03654382154573e-21,48.3671142936494,"PRXL2B","127281","peroxiredoxin like 2B"
"1553993_s_at",-3.54820652746711,8.73541678286589,-10.6191178881521,3.26281613094584e-20,8.22245979079006e-16,34.841566300142,"MED25","81857","mediator complex subunit 25"
"210589_s_at",-2.86695566895925,8.46993511065286,-9.5592045012656,2.30133767918742e-17,3.86632401229084e-13,28.6030713561565,"GBA1LP","2630","glucosylceramidase beta 1 like, pseudogene"
"225535_s_at",-2.69620167599998,10.8565691482712,-9.19721708601449,2.08429064895967e-16,2.6262583249554e-12,26.5049583594314,"TIMM23","100287932","translocase of inner mitochondrial membrane 23"
"39729_at",-3.17595621474516,11.4401075767836,-9.00110900817543,6.80963292018966e-16,6.86424617620958e-12,25.3773977673645,"PRDX2","7001","peroxiredoxin 2"
"227186_s_at",-3.42580841693879,10.2996899116746,-8.95014633169593,9.25134633983587e-16,7.77128511456779e-12,25.0855270620721,"MRPL41","64975","mitochondrial ribosomal protein L41"
"209058_at",-2.63539206823316,11.5487052725851,-8.9201808516027,1.10751169530809e-15,7.97424242217473e-12,24.9141408079375,"EDF1","8721","endothelial differentiation related factor 1"
"223715_at",-2.60334044546002,8.59439503252974,-8.85295587599893,1.65715335110094e-15,1.04402732561048e-11,24.530284733032,"BRSK2","9024","BR serine/threonine kinase 2"
"50374_at",-1.91906624520315,8.67599029659933,-8.60370505655451,7.32084055872749e-15,4.09975205556027e-11,23.1150984861516,"OXLD1","339229","oxidoreductase like domain containing 1"
"221797_at",-3.80701289420903,6.68395774546978,-8.58043879556534,8.40381057397916e-15,4.23560456739124e-11,22.9836753206734,"OXLD1","339229","oxidoreductase like domain containing 1"
"222513_s_at",2.46036483379313,8.70917553821837,8.52021138451546,1.20037668176994e-14,5.50001683071698e-11,22.6440324480139,"SORBS1","10580","sorbin and SH3 domain containing 1"
"205914_s_at",-5.19472377001788,4.69140955745062,-8.43241908850281,2.01534944401049e-14,8.46463561063107e-11,22.1504248337487,"GRIN1","2902","glutamate ionotropic receptor NMDA type subunit 1"
"209820_s_at",-3.70096058738499,6.31869229105225,-8.35832596641329,3.11622084159526e-14,1.16319112336371e-10,21.7352485123617,"TBL3","10607","transducin beta like 3"
"228943_at",-3.14506366478135,8.89367575298689,-8.35216504283624,3.23102234620186e-14,1.16319112336371e-10,21.7007854505945,"MAP6","4135","microtubule associated protein 6"
"227778_at",-2.26059239544338,8.33589384000694,-8.18961240724592,8.36276904747523e-14,2.80994615174533e-10,20.7948862344139,"MROH1","727957","maestro heat like repeat family member 1"
"224903_at",-2.26923974043933,9.15896052410556,-8.1660633651639,9.59251014428322e-14,3.02170064863761e-10,20.664202991862,"UTP4","84916","UTP4 small subunit processome component"
"201459_at",-3.42848373892045,7.91142012880024,-8.14830042474607,1.06373119747412e-13,3.15371271081723e-10,20.5657243573867,"RUVBL2","10856","RuvB like AAA ATPase 2"
"225969_at",-2.55105696975512,9.20507167400276,-8.08672005292846,1.52124901157081e-13,4.25958174623224e-10,20.2249611557651,"ALKBH6","84964","alkB homolog 6"
"211752_s_at",-2.23497752620936,8.36801358504792,-8.05704517297742,1.80679305075974e-13,4.79285139743904e-10,20.0611113854604,"NDUFS7","374291","NADH:ubiquinone oxidoreductase core subunit S7"
"218840_s_at",-3.72754250699787,6.28098229315663,-8.00847753108841,2.39303489213691e-13,5.90273712288702e-10,19.7934589888039,"NADSYN1","55191","NAD synthetase 1"
"205454_at",-3.09884307125892,8.08408072315761,-8.00374175770427,2.45942500308778e-13,5.90273712288702e-10,19.7673949750743,"HPCA","3208","hippocalcin"
"204000_at",-2.4618162669374,10.4502477265298,-7.9749972791817,2.90341482941224e-13,6.6515914007821e-10,19.6093281868885,"GNB5","10681","G protein subunit beta 5"
"235213_at",4.12041895339419,7.42078202325933,7.8718125494395,5.25757664555645e-13,1.15211791527257e-09,19.0438175100343,"ITPKB","3707","inositol-trisphosphate 3-kinase B"
"236656_s_at",-2.07100589784876,9.74373264434039,-7.83927311110646,6.33614679256812e-13,1.33061722705094e-09,18.8661127629811,"CRIM1-DT","100288911","CRIM1 divergent transcript"
"230972_at",-2.15440152186134,9.95093961360667,-7.82722577384649,6.78882072100314e-13,1.36865341263712e-09,18.8003975850254,"ANKRD9","122416","ankyrin repeat domain 9"
"209516_at",-3.56695751839859,6.04945302888503,-7.79794703381352,8.0269292044626e-13,1.51138822365994e-09,18.6408663312962,"SMYD5","10322","SMYD family member 5"
"231783_at",-3.63662178007078,8.01942593345223,-7.79643620944014,8.09656198067864e-13,1.51138822365994e-09,18.6326411251585,"CHRM1","1128","cholinergic receptor muscarinic 1"
"226597_at",-3.04149409402522,6.83392274125839,-7.76075004597532,9.92699428881557e-13,1.78689442553783e-09,18.43855547287,"REEP6","92840","receptor accessory protein 6"
"212281_s_at",-3.2337275326019,8.29455917298221,-7.74149236502804,1.10793638105492e-12,1.92555522557066e-09,18.3339766140103,"TMEM97","27346","transmembrane protein 97"
"212576_at",-2.12925753415307,8.63399562705371,-7.65634434754372,1.79807761467514e-12,3.02083032857473e-09,17.8729240773951,"MGRN1","23295","mahogunin ring finger 1"
"47560_at",-2.29951037979852,9.56306315280068,-7.60577307152782,2.39461910552606e-12,3.89326443669738e-09,17.6001499245974,"ADGRL1","22859","adhesion G protein-coupled receptor L1"
"208336_s_at",-3.15738960150683,8.55484530036127,-7.52912069164714,3.69108187614347e-12,5.74904178376883e-09,17.1882315182584,"TECR","9524","trans-2,3-enoyl-CoA reductase"
"45828_at",-1.7589077788413,9.21253744412028,-7.52563867686664,3.76417886280771e-12,5.74904178376883e-09,17.1695641772878,"DMAC2","55101","distal membrane arm assembly component 2"
"220744_s_at",-3.76991631332606,6.72934744054155,-7.50567808902751,4.21170441304277e-12,6.24335629769907e-09,17.062629362874,"IFT122","55764","intraflagellar transport 122"
"222068_s_at",-3.01029043557933,6.79865902038287,-7.49354703851821,4.50900412746774e-12,6.4930947722429e-09,16.9977026643064,"DNAAF1","123872","dynein axonemal assembly factor 1"
"203190_at",-2.36385495042209,9.22286774707662,-7.46077858289861,5.41990267740373e-12,7.58801430121737e-09,16.8225618563371,"NDUFS8","4728","NADH:ubiquinone oxidoreductase core subunit S8"
"217817_at",-2.59022692316287,8.80683882003962,-7.43181217774199,6.37529648607184e-12,8.44500813216644e-09,16.6680355967729,"ARPC4","10093","actin related protein 2/3 complex subunit 4"
"202471_s_at",-2.69747262027014,7.99646442811141,-7.4288031469456,6.48362383507513e-12,8.44500813216644e-09,16.6519992947751,"IDH3G","3421","isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit gamma"
"210720_s_at",-2.31246971508289,8.262105735772,-7.42740165813257,6.53469806461164e-12,8.44500813216644e-09,16.6445312370393,"NECAB3","63941","N-terminal EF-hand calcium binding protein 3"
"202074_s_at",-1.8155555625027,9.83293446131072,-7.4228780831735,6.7022807283492e-12,8.4450412747382e-09,16.6204310884195,"OPTN","10133","optineurin"
"218225_at",-2.52596537699836,7.41168568391647,-7.41159776286807,7.13892210778921e-12,8.77582471108986e-09,16.5603628001151,"ECSIT","51295","ECSIT signaling integrator"
"219170_at",-3.34184528574908,8.27359863909124,-7.39268724372913,7.93489368727861e-12,9.52206135077451e-09,16.4597585069238,"FSD1","79187","fibronectin type III and SPRY domain containing 1"
"217871_s_at",-3.2437529025572,9.50612851092663,-7.3856584152894,8.25260889478917e-12,9.67301723037834e-09,16.4223955332824,"MIF","4282","macrophage migration inhibitory factor"
"227000_at",2.71406884895962,8.48732702847018,7.36906120258592,9.05362918118746e-12,1.03707264627507e-08,16.3342360481183,"MTURN","222166","maturin, neural progenitor differentiation regulator homolog"
"227999_at",-1.91029228412198,7.92606573939957,-7.36109232997615,9.46508547350423e-12,1.04655768382356e-08,16.2919407678542,"PWWP2B","170394","PWWP domain containing 2B"
"210396_s_at",-2.45320994247867,8.68381115852647,-7.35945804786366,9.5517258498609e-12,1.04655768382356e-08,16.2832693690351,"BOLA2-SMG1P6","107282092","BOLA2-SMG1P6 readthrough"
"202275_at",-3.82031346850473,5.86734421963606,-7.33803791762163,1.07624774949423e-11,1.15412686855869e-08,16.1696992598886,"G6PD","2539","glucose-6-phosphate dehydrogenase"
"213736_at",-2.79513923240197,7.86881304487416,-7.30582261980286,1.28745913013748e-11,1.35185890870957e-08,15.9991876047017,"COX5B","1329","cytochrome c oxidase subunit 5B"
"206014_at",-4.40494922155841,7.53973104104854,-7.30187624639555,1.31599949754765e-11,1.35362634032447e-08,15.9783244126763,"ACTL6B","51412","actin like 6B"
"204106_at",-1.94423769145519,9.04013634908413,-7.29506611082157,1.3667290907123e-11,1.36940789462162e-08,15.9423340633513,"TESK1","7016","testis associated actin remodelling kinase 1"
"223059_s_at",3.55569402958988,8.85518322566922,7.29258562772376,1.38568287584974e-11,1.36940789462162e-08,15.9292291294167,"FAM107B","83641","family with sequence similarity 107 member B"
"201345_s_at",-2.17033807745048,7.62383698723576,-7.27546985910556,1.52374048155041e-11,1.47688546174274e-08,15.8388608044977,"UBE2D2","7322","ubiquitin conjugating enzyme E2 D2"
"43544_at",-2.46430283808442,8.77255465070183,-7.25390066472342,1.71722191480085e-11,1.63301324014863e-08,15.7251240837217,"MED16","10025","mediator complex subunit 16"
"201932_at",-2.30516497488028,7.24593782076299,-7.24933760713363,1.76116550728486e-11,1.64378708764193e-08,15.7010833826665,"LRRC41","10489","leucine rich repeat containing 41"
"201924_at",2.24117315881328,9.84244863652864,7.18471727309481,2.51686017484689e-11,2.2820060574687e-08,15.3614147529958,"AFF1","4299","ALF transcription elongation factor 1"
"213547_at",-1.85858717254567,10.1702202826374,-7.18076339239237,2.57232223615395e-11,2.2820060574687e-08,15.3406797454468,"CAND2","23066","cullin associated and neddylation dissociated 2 (putative)"
"45653_at",-2.35480068403978,7.43102630821734,-7.1801672218372,2.58078897791147e-11,2.2820060574687e-08,15.3375537819771,"KCTD13","253980","potassium channel tetramerization domain containing 13"
"45714_at",-1.97010820604453,8.27128548757026,-7.15244341515774,3.00646569172849e-11,2.61256685049668e-08,15.1923272230933,"HCFC1R1","54985","host cell factor C1 regulator 1"
"226109_at",3.12859612343375,8.89544083327425,7.13201625986712,3.36381029322331e-11,2.87354919641946e-08,15.0854999095202,"C21orf91","54149","chromosome 21 open reading frame 91"
"202059_s_at",-2.47419164091501,8.15671646619003,-7.12205471608963,3.55298353081431e-11,2.9845653822762e-08,15.0334590742212,"KPNA1","3836","karyopherin subunit alpha 1"
"221777_at",-3.60728497924783,6.20967248809592,-7.11177922057578,3.75912825560209e-11,3.10596431492789e-08,14.9798158697664,"RITA1","84934","RBPJ interacting and tubulin associated 1"
"211730_s_at",-2.24748833355042,8.70799839807768,-7.09719223971252,4.07220268057073e-11,3.26269373917772e-08,14.9037306576791,"POLR2L","5441","RNA polymerase II, I and III subunit L"
"225330_at",1.88486525739309,10.120207407032,7.09691989740279,4.07828625559406e-11,3.26269373917772e-08,14.9023108684412,"IGF1R","3480","insulin like growth factor 1 receptor"
"211715_s_at",-1.80118633258727,7.51076430373824,-7.080142429552,4.47088991984085e-11,3.52089566952967e-08,14.8148981076801,"BDH1","622","3-hydroxybutyrate dehydrogenase 1"
"242920_at",2.47919307547273,9.59634505057961,7.06531069655467,4.84889876982785e-11,3.75983610612452e-08,14.7377090445002,NA,NA,NA
"203619_s_at",-2.67906862723626,9.34229775684355,-7.03742494621233,5.64702379450453e-11,4.31235827677004e-08,14.5928029110496,"FAIM2","23017","Fas apoptotic inhibitory molecule 2"
"219192_at",-1.69200803417126,9.48833726246898,-7.01363583722756,6.42944832669293e-11,4.83657649423359e-08,14.4694133352818,"UBAP2","55833","ubiquitin associated protein 2"
"227897_at",-3.40016546767212,7.86310302930444,-7.01066340102377,6.53444317397683e-11,4.84327162370009e-08,14.4540107496126,NA,NA,NA
"212282_at",-2.19893612469132,7.92929496486049,-6.99434726157729,7.14164216082272e-11,5.17797348680243e-08,14.369522780995,"TMEM97","27346","transmembrane protein 97"
"204230_s_at",-2.30069067421677,8.42668101736117,-6.99306931720983,7.19148715454396e-11,5.17797348680243e-08,14.3629095799288,"SLC17A7","57030","solute carrier family 17 member 7"
"205721_at",-2.9349270037487,7.34538539756564,-6.98876949482317,7.36173249730999e-11,5.22589689573128e-08,14.340663061972,"GFRA2","2675","GDNF family receptor alpha 2"
"233337_s_at",-3.07269830894036,8.10973988395139,-6.98101151900691,7.67902170047919e-11,5.3754218434146e-08,14.300542327863,"SEZ6L2","26470","seizure related 6 homolog like 2"
"214722_at",2.55007532862775,10.7870960548316,6.9726079244893,8.03795471080955e-11,5.54960212848647e-08,14.2571084303557,"NOTCH2NLA","388677","notch 2 N-terminal like A"
"224506_s_at",-2.47293025463133,7.12521736206145,-6.948654122883,9.15445259065446e-11,6.23504817596724e-08,14.1334505650309,"PLPP7","84814","phospholipid phosphatase 7 (inactive)"
"235647_at",-2.12877806841558,9.16970541254367,-6.94140666634075,9.52147226413083e-11,6.2578307473669e-08,14.096079754596,"AP4S1","11154","adaptor related protein complex 4 subunit sigma 1"
"1564841_at",-2.83466174407206,10.0798081502819,-6.93808380382029,9.69456484500973e-11,6.2578307473669e-08,14.0789524482605,"GABRA2","2555","gamma-aminobutyric acid type A receptor subunit alpha2"
"217941_s_at",2.41087378778687,9.84522109919528,6.93766049777063,9.71683725248931e-11,6.2578307473669e-08,14.0767708701442,"ERBIN","55914","erbb2 interacting protein"
"203505_at",2.85757207514415,8.430897965278,6.93653364655566,9.77637337581485e-11,6.2578307473669e-08,14.0709637894129,"ABCA1","19","ATP binding cassette subfamily A member 1"
"204584_at",-2.20779440155814,10.3886757940838,-6.93592450101965,9.80870675268318e-11,6.2578307473669e-08,14.0678248398295,"L1CAM","3897","L1 cell adhesion molecule"
"209364_at",-2.64588170428627,7.39939653844616,-6.92616338939419,1.03414533094219e-10,6.51524485310218e-08,14.0175448707666,"BAD","572","BCL2 associated agonist of cell death"
"201714_at",-2.40807409836248,7.77538097452124,-6.91123019183449,1.12122108349889e-10,6.97662516412688e-08,13.9406940791008,"TUBG1","7283","tubulin gamma 1"
"236294_at",-1.97006814706678,9.65818140324871,-6.88139440048503,1.3174238909014e-10,8.04459980240188e-08,13.7874079163776,"HUWE1","10075","HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1"
"219136_s_at",-1.93306169762843,7.94328829271854,-6.88036320313397,1.32477884089474e-10,8.04459980240188e-08,13.7821161470218,"LMF1","64788","lipase maturation factor 1"
"217231_s_at",-3.526305389938,6.2711306419172,-6.87171036185854,1.3881121254354e-10,8.32883800405593e-08,13.7377288890207,"MAST1","22983","microtubule associated serine/threonine kinase 1"
"223708_at",-4.76945872071239,6.02416182771097,-6.86556118896684,1.43492649407215e-10,8.50843885032123e-08,13.7062026646968,"C1QTNF4","114900","C1q and TNF related 4"
"212131_at",-1.7046130423708,9.48390073985335,-6.84307298701507,1.61977807070864e-10,9.49284122578909e-08,13.5910337477434,"LSM14A","26065","LSM14A mRNA processing body assembly factor"
"204540_at",-3.1737335940293,8.70418074508745,-6.82227694875455,1.81152349329239e-10,1.0494551216716e-07,13.4847077661096,"EEF1A2","1917","eukaryotic translation elongation factor 1 alpha 2"
"209134_s_at",2.43420106785699,11.2443072473399,6.81779480612706,1.85569408684831e-10,1.06282770080956e-07,13.4618138254962,"RPS6","6194","ribosomal protein S6"
"221972_s_at",-3.3493291183923,6.17843117727102,-6.81242098602682,1.91005379949859e-10,1.07587604954352e-07,13.4343758449534,"SDF4","51150","stromal cell derived factor 4"
"218956_s_at",-1.80872687761109,8.17650632839268,-6.81134075472943,1.92116911289294e-10,1.07587604954352e-07,13.4288617146746,"PTCD1","26024","pentatricopeptide repeat domain 1"
"204216_s_at",-2.92252731154479,7.40540834059462,-6.80517092806423,1.98588853008128e-10,1.09989854730359e-07,13.3973761932261,"ZC3H14","79882","zinc finger CCCH-type containing 14"
"206435_at",-1.59426561284051,8.6678270858807,-6.79666705344536,2.07862792361349e-10,1.12011814465665e-07,13.3540044671727,"B4GALNT1","2583","beta-1,4-N-acetyl-galactosaminyltransferase 1"
"210006_at",-2.40415863024806,8.75683005221823,-6.79609540201033,2.08501307058289e-10,1.12011814465665e-07,13.3510899444634,"ABHD14A","25864","abhydrolase domain containing 14A"
"202961_s_at",-2.29044382587294,10.3971867421246,-6.79573328543712,2.08906778829241e-10,1.12011814465665e-07,13.3492437871052,"ATP5MF","9551","ATP synthase membrane subunit f"
"220030_at",-3.53201459898872,7.64564958881402,-6.79161380671338,2.13574563463576e-10,1.13309174453975e-07,13.3282453703813,"STYK1","55359","serine/threonine/tyrosine kinase 1"
"40562_at",-1.91185153528006,8.51348988205847,-6.77762645322222,2.30204192169121e-10,1.20859598849124e-07,13.2569974792791,"GNA11","2767","G protein subunit alpha 11"
"215116_s_at",-2.74841191579453,11.8704703347103,-6.77359364181959,2.35231558517716e-10,1.22225832792282e-07,13.2364699257218,"DNM1","1759","dynamin 1"
"201569_s_at",-2.03143224597704,9.36618752412909,-6.75989082717037,2.53136018859661e-10,1.30186821291283e-07,13.1667694645921,"SAMM50","25813","SAMM50 sorting and assembly machinery component"
"226296_s_at",-2.04570862711328,9.87154715836395,-6.75187240807387,2.64229352945489e-10,1.34519430482885e-07,13.126018127119,"MRPS15","64960","mitochondrial ribosomal protein S15"
"206122_at",-2.16475105619444,7.13895215409701,-6.7495776536293,2.6749137639756e-10,1.34818328618134e-07,13.114360454437,"SOX15","6665","SRY-box transcription factor 15"
"223534_s_at",-1.8511495876602,7.95084899931798,-6.74313067536109,2.76869778758115e-10,1.38163502170176e-07,13.0816202697723,"RPS6KL1","83694","ribosomal protein S6 kinase like 1"
"36553_at",-2.0634894934052,9.34459308633235,-6.73556935220097,2.88282822128501e-10,1.41504058387882e-07,13.0432424117194,"ASMTL","8623","acetylserotonin O-methyltransferase like"
"208858_s_at",-2.42938252409328,7.56344803245429,-6.73498808134695,2.89179143547783e-10,1.41504058387882e-07,13.040293100694,"ESYT1","23344","extended synaptotagmin 1"
"204454_at",-2.58452934870982,9.57171520208912,-6.72402971019678,3.06600361831452e-10,1.48586200352567e-07,12.984717019425,"LDOC1","23641","LDOC1 regulator of NFKB signaling"
"226616_s_at",-2.23781013184949,8.99849305753991,-6.7182217397944,3.16248972412289e-10,1.51802518652874e-07,12.9552812804352,"NDUFV3","4731","NADH:ubiquinone oxidoreductase subunit V3"
"227468_at",-2.15276791356127,8.84724825702965,-6.7088100101565,3.32523530911954e-10,1.58108664919749e-07,12.9076102310344,"CPT1C","126129","carnitine palmitoyltransferase 1C"
"218069_at",-1.75169433166568,8.38792332360855,-6.70585107681659,3.37808568165884e-10,1.5912046396382e-07,12.892630488147,"DCTPP1","79077","dCTP pyrophosphatase 1"
"44654_at",-1.76970015038016,8.36496090964166,-6.68061524647924,3.86379401796451e-10,1.80313965092064e-07,12.7650182843668,"G6PC3","92579","glucose-6-phosphatase catalytic subunit 3"
"51158_at",-1.79640308372986,8.05473379270535,-6.67603346047286,3.95908175282132e-10,1.83065760939401e-07,12.7418771720011,"FAM174B","400451","family with sequence similarity 174 member B"
"218675_at",-2.21778630471821,9.11556487449955,-6.67237911043114,4.03673822014334e-10,1.84959675484949e-07,12.7234264244634,"SLC22A17","51310","solute carrier family 22 member 17"
"218429_s_at",-2.18462076799801,7.9232940618605,-6.66888131041131,4.11247297417113e-10,1.86732207541621e-07,12.7057712431701,"SHFL","55337","shiftless antiviral inhibitor of ribosomal frameshifting"
"206140_at",-1.91143581354326,11.4493171392659,-6.66511876530613,4.19550329991882e-10,1.88801394481436e-07,12.6867853852239,"LHX2","9355","LIM homeobox 2"
"200820_at",-4.01715971381809,7.38723594317982,-6.66170702442702,4.27221884499856e-10,1.9055230266086e-07,12.6695747370968,"PSMD8","5714","proteasome 26S subunit, non-ATPase 8"
"236726_at",-2.98099027242939,7.03096327571597,-6.65343824038988,4.46392947915449e-10,1.97356587437601e-07,12.6278825026469,"RGS6","9628","regulator of G protein signaling 6"
"34726_at",-1.68505201970496,9.21432362861471,-6.64408737931608,4.69095240249834e-10,2.05590166989843e-07,12.5807683807906,"CACNB3","784","calcium voltage-gated channel auxiliary subunit beta 3"
"221772_s_at",-3.27656529257202,6.47220600780286,-6.64004500543077,4.79258100355536e-10,2.08233513069132e-07,12.5604121828444,"PPP2R2D","55844","protein phosphatase 2 regulatory subunit Bdelta"
"224186_s_at",-2.86125276031234,7.23883081756809,-6.63463187293121,4.93207561167889e-10,2.11569828931535e-07,12.5331638753169,"RNF123","63891","ring finger protein 123"
"203822_s_at",2.35721348289127,7.08218412930851,6.63382064971732,4.95332231779551e-10,2.11569828931535e-07,12.5290814367939,"ELF2","1998","E74 like ETS transcription factor 2"
"202331_at",-2.20310487247861,7.24048249052705,-6.63057981406477,5.03910620584903e-10,2.13425203261342e-07,12.5127748311033,"BCKDHA","593","branched chain keto acid dehydrogenase E1 subunit alpha"
"201186_at",-2.3026392467167,9.97590805488545,-6.61821091418158,5.3801686028768e-10,2.24225935034765e-07,12.4505796165096,"LRPAP1","4043","LDL receptor related protein associated protein 1"
"218097_s_at",-1.90254969051334,9.37378075393555,-6.6181081566732,5.38309520430281e-10,2.24225935034765e-07,12.4500631825671,"CUEDC2","79004","CUE domain containing 2"
"201074_at",1.91157314042087,8.13605187012745,6.61548278051054,5.45840177485599e-10,2.25499104798784e-07,12.4368701838074,"SMARCC1","6599","SWI/SNF related BAF chromatin remodeling complex subunit C1"
"218061_at",-2.34099877778064,9.3837383759383,-6.60956440832121,5.63199212746083e-10,2.30778890419637e-07,12.4071398400242,"MEA1","4201","male-enhanced antigen 1"
"212630_at",-2.53844611978847,7.9454969462403,-6.59976168793361,5.93154993050524e-10,2.41093587134996e-07,12.3579291220582,"EXOC3","11336","exocyst complex component 3"
"201224_s_at",-2.79829913899237,8.89372185954838,-6.5715475963049,6.88409511245272e-10,2.77572222210184e-07,12.2165166946895,"SRRM1","10250","serine and arginine repetitive matrix 1"
"220584_at",-3.89195025129821,6.84131947831322,-6.56794178064017,7.01620661804546e-10,2.80653833139769e-07,12.1984681073644,"PRR36","80164","proline rich 36"
"227325_at",-1.94371713610082,8.44970315622097,-6.56643660439401,7.07208966956311e-10,2.80661725539882e-07,12.1909357094679,"INAFM1","255783","InaF motif containing 1"
"219961_s_at",-3.13302442361683,7.2956755234925,-6.56177797818403,7.2478438553223e-10,2.85389514181327e-07,12.1676284869457,"KIZ","55857","kizuna centrosomal protein"
"209093_s_at",-2.09605469922902,6.84590771969593,-6.55664142938758,7.44661595425517e-10,2.90943326132105e-07,12.1419408661575,"GBA1","2629","glucosylceramidase beta 1"
"209789_at",-2.0828109967252,9.33042626886342,-6.54388047394682,7.96396207892697e-10,3.08762809799999e-07,12.0781724588021,"CORO2B","10391","coronin 2B"
"1556316_s_at",-3.03360967173988,7.00412905423629,-6.54124363834045,8.07519379749403e-10,3.1068537602099e-07,12.0650044307644,"MIF-AS1","284889","MIF antisense RNA 1"
"209609_s_at",-1.99705610438677,9.71439737052868,-6.53686882513951,8.26312329362734e-10,3.15507331153115e-07,12.0431636942706,"MRPL9","65005","mitochondrial ribosomal protein L9"
"222010_at",-1.9990178805412,9.72154220709458,-6.52300449213728,8.88759660415343e-10,3.36796918415048e-07,11.9740016233197,"TCP1","6950","t-complex 1"
"223212_at",-1.39556921464495,8.98503576517755,-6.521579744123,8.95434357802751e-10,3.36796918415048e-07,11.9668989405837,"ZDHHC16","84287","zDHHC palmitoyltransferase 16"
"217918_at",-1.92909958334408,10.5294166525449,-6.51230318839053,9.40116143659902e-10,3.50983657456317e-07,11.9206745342225,"DYNLRB1","83658","dynein light chain roadblock-type 1"
"217840_at",-2.41388660357579,8.391126631938,-6.49515607329182,1.02855942881864e-09,3.81179586558002e-07,11.8353290019409,"DDX41","51428","DEAD-box helicase 41"
"215161_at",-4.3136836866693,6.67580605593803,-6.49148688538275,1.04852261639817e-09,3.85741521088206e-07,11.8170829700173,"CAMK1G","57172","calcium/calmodulin dependent protein kinase IG"
"209350_s_at",-2.08737782478532,7.40613458337645,-6.48975757565986,1.05806313095423e-09,3.86146429310936e-07,11.8084855223992,"GPS2","2874","G protein pathway suppressor 2"
"208972_s_at",-2.3078422246959,9.9201125329877,-6.48851945644289,1.06494620492094e-09,3.86146429310936e-07,11.8023308737744,"ATP5MC1","516","ATP synthase membrane subunit c locus 1"
"200875_s_at",-1.64126451294086,9.53749824098461,-6.4763605242338,1.1349264095116e-09,4.05747129945515e-07,11.7419244403556,"NOP56","10528","NOP56 ribonucleoprotein"
"218679_s_at",-3.03662919970625,8.66807835328077,-6.47633072168217,1.13510337735993e-09,4.05747129945515e-07,11.7417764577759,"VPS28","51160","VPS28 subunit of ESCRT-I"
"213526_s_at",-2.17881386908148,7.72729882541496,-6.45391562695682,1.27619424923625e-09,4.5241236261541e-07,11.6305849852894,"LIN37","55957","lin-37 DREAM MuvB core complex component"
"232392_at",-3.35341213219427,7.30561626137705,-6.45280678202229,1.28360484621344e-09,4.5241236261541e-07,11.6250901631838,"SRSF3","6428","serine and arginine rich splicing factor 3"
"218052_s_at",-2.04283618755064,7.63135466344984,-6.44403307045297,1.3437533507504e-09,4.70323004383132e-07,11.5816314089204,"ATP13A1","57130","ATPase 13A1"
"1559946_s_at",-1.6878987693118,9.55222512665519,-6.43452774255213,1.41204873052826e-09,4.90818400464515e-07,11.5345866946688,"RUVBL2","10856","RuvB like AAA ATPase 2"
"228067_at",-2.54242463466534,10.8453595976439,-6.43203037145209,1.43055158571432e-09,4.9384404432594e-07,11.5222330158336,"CRACDL","343990","CRACD like"
"202852_s_at",-2.94461755136928,7.13713900838005,-6.42736790433615,1.46573606845156e-09,5.02548051605628e-07,11.4991766289014,"AAGAB","79719","alpha and gamma adaptin binding protein"
"202085_at",2.65063240047572,8.60740427174072,6.41712305764475,1.54606474814499e-09,5.26508171427404e-07,11.4485483045232,"TJP2","9414","tight junction protein 2"
"222056_s_at",-1.85524561198817,9.65945156073837,-6.40903163890041,1.61255578322622e-09,5.45425087367811e-07,11.4085944821906,"FAHD2A","51011","fumarylacetoacetate hydrolase domain containing 2A"
"35156_at",-1.76033658252528,9.16009278414021,-6.40776016284109,1.62325674302438e-09,5.45425087367811e-07,11.4023188071046,"R3HCC1","203069","R3H domain and coiled-coil containing 1"
"218860_at",-3.35976398175172,5.7740308375752,-6.39508980805764,1.7337825710118e-09,5.7870447259315e-07,11.3398202068566,"NOC4L","79050","nucleolar complex associated 4 homolog"
"206200_s_at",-1.72908819366458,9.84480926990373,-6.37979905232328,1.87705646811788e-09,6.22404756905324e-07,11.2644906151658,"ANXA11","311","annexin A11"
"210672_s_at",-1.7449627558726,7.86224363520019,-6.37765320339384,1.89807298702818e-09,6.25259977903314e-07,11.2539274316217,"NPRL3","8131","NPR3 like, GATOR1 complex subunit"
"208887_at",-2.85340963859859,8.4945884057572,-6.35634129494272,2.11977597837756e-09,6.93758630429918e-07,11.1491283740761,"EIF3G","8666","eukaryotic translation initiation factor 3 subunit G"
"200789_at",-2.31698488764527,7.56022526326323,-6.35236670528259,2.16385306413685e-09,7.03615214745558e-07,11.1296061594926,"ECH1","1891","enoyl-CoA hydratase 1"
"204857_at",-3.23170656543056,5.58081305314576,-6.3299924022024,2.42931772829546e-09,7.84872069383457e-07,11.0198410210566,"MAD1L1","8379","mitotic arrest deficient 1 like 1"
"208973_at",-3.03959806109015,6.09984881642973,-6.31605129705111,2.61065245464873e-09,8.38085951380576e-07,10.9515616691164,"ERI3","79033","ERI1 exoribonuclease family member 3"
