"","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL","ENTREZID","GENENAME"
"213215_at",-0.893126829849001,8.24555939373831,-3.15944091887729,0.0018950214318416,0.0265825146635815,-1.64910103627933,"AP3S2","10239","adaptor related protein complex 3 subunit sigma 2"
"226962_at",1.22538881667379,9.7157069047158,3.15898321723023,0.00189782067180045,0.0266143738673941,-1.65042846139774,"ZBTB41","360023","zinc finger and BTB domain containing 41"
"232650_at",-1.44066586879665,3.1496194439001,-3.15874472203104,0.00189928079426705,0.0266274412550357,-1.65112007767681,"MTRFR","91574","mitochondrial translation release factor in rescue"
"205610_at",1.42324049829336,6.19014571551655,3.15850121025998,0.0019007727039152,0.0266409468993409,-1.65182619432303,"MYOM1","8736","myomesin 1"
"234892_at",1.80966294807759,4.58692628408112,3.15818306817814,0.00190272348389216,0.0266608747043783,-1.65274864621503,"IL7","3574","interleukin 7"
"218391_at",-0.806024747408665,7.89539523654528,-3.1573867671181,0.00190761437401318,0.0267219766716616,-1.65505716098745,"SNF8","11267","SNF8 subunit of ESCRT-II"
"242008_at",1.29988218090005,9.18657755845298,3.15722574254242,0.00190860480445014,0.0267284219919677,-1.6555239168196,"AGTPBP1","23287","ATP/GTP binding carboxypeptidase 1"
"1557919_a_at",1.81305292730159,4.48885361955656,3.15692460225046,0.00191045833863696,0.0267469474237893,-1.65639676469921,"ERVH-3","100289683","endogenous retrovirus group H member 3"
"223821_s_at",-1.72558184587833,5.42535941882073,-3.15662083881522,0.0019123297089504,0.0267595460331026,-1.65727714167197,"SUSD4","55061","sushi domain containing 4"
"230117_at",-1.71526127739851,9.63580059392154,-3.15657785585172,0.00191259464774854,0.0267595460331026,-1.65740171027691,"VSTM2A","222008","V-set and transmembrane domain containing 2A"
"243966_at",1.22461987229629,7.00693498521568,3.15652004767963,0.00191295101996525,0.0267595460331026,-1.65756924136055,NA,NA,NA
"1564336_at",1.7736577418964,4.93174218869901,3.15606992229262,0.00191572803145874,0.0267909568572563,-1.65887363598571,NA,NA,NA
"242139_s_at",-1.11841588226893,9.0814232096132,-3.15580646689125,0.0019173551312025,0.0268062735000658,-1.65963701375855,"ERVK3-1","105372481","endogenous retrovirus group K3 member 1"
"218236_s_at",1.42459213287051,6.17800645919928,3.15557995372963,0.00191875509994341,0.026818407041666,-1.66029330446653,"PRKD3","23683","protein kinase D3"
"226005_at",1.31808955998916,6.79868117385188,3.155298763233,0.00192049432126371,0.0268281079736082,-1.66110795770448,"UBE2G1","7326","ubiquitin conjugating enzyme E2 G1"
"244607_at",1.79018355273637,6.00789909723471,3.15529562322797,0.00192051375109181,0.0268281079736082,-1.66111705443476,NA,NA,NA
"218059_at",-0.976379641121168,9.0233527820731,-3.15520707122484,0.00192106177117593,0.0268283276057186,-1.66137359014374,"ZNF706","51123","zinc finger protein 706"
"227461_at",1.20449324179419,8.61590206075006,3.15465778099567,0.00192446439289453,0.0268684016250075,-1.6629647462077,"STON2","85439","stonin 2"
"1563369_at",-1.55924594453454,4.24017294007794,-3.15454981046694,0.0019251338815227,0.026870305389816,-1.66327748116055,"LINC00173","100287569","long intergenic non-protein coding RNA 173"
"218735_s_at",-0.76963414020606,8.6217047399553,-3.15408221794778,0.00192803575699875,0.0269033583024624,-1.66463174714684,"ZNF544","27300","zinc finger protein 544"
"204195_s_at",-1.29508235862315,6.59573819124165,-3.1537958503143,0.00192981495372919,0.026920731658706,-1.66546105310051,"PKNOX1","5316","PBX/knotted 1 homeobox 1"
"200888_s_at",1.06755955944258,10.1033282186425,3.15336727032486,0.00193248055659903,0.026950457258757,-1.66670207524169,"RPL23","9349","ribosomal protein L23"
"224974_at",-0.859625324231418,8.97337281885327,-3.15255192664689,0.0019375611058137,0.0270099142145221,-1.66906262494022,"SUDS3","64426","SIN3A corepressor complex component SDS3"
"202625_at",1.63260151356088,6.0758148093483,3.15245862292858,0.00193814328639858,0.0270099142145221,-1.66933271988105,"LYN","4067","LYN proto-oncogene, Src family tyrosine kinase"
"236850_at",1.70937802726649,4.91636896541794,3.15239474393082,0.00193854196114296,0.0270099142145221,-1.66951763230275,"CAPRIN1","4076","cell cycle associated protein 1"
"240558_at",2.3074132756439,4.89599236265659,3.15233938630459,0.00193888751469497,0.0270099142145221,-1.66967787499793,NA,NA,NA
"1555401_at",1.99715219681844,3.9892958930328,3.15225333402671,0.00193942478385681,0.0270099332774708,-1.66992696402768,"SOHLH2","54937","spermatogenesis and oogenesis specific basic helix-loop-helix 2"
"235750_at",1.20158107612243,6.78987315264407,3.15201389899076,0.00194092042764873,0.0270224053802447,-1.67062000712899,NA,NA,NA
"36129_at",-0.855029709710792,11.5642405774783,-3.1519383406484,0.00194139262875471,0.0270224053802447,-1.67083870064894,"SGSM2","9905","small G protein signaling modulator 2"
"202951_at",1.15641543973946,8.05865827843976,3.1518180867339,0.00194214437398684,0.0270254054647461,-1.67118675003472,"STK38","11329","serine/threonine kinase 38"
"232173_at",-1.46711698995269,7.08770544928984,-3.15164877707445,0.00194320323953966,0.0270326763665577,-1.6716767610806,"CLEC2L","154790","C-type lectin domain family 2 member L"
"242462_at",-0.910270925038454,7.63326352762646,-3.15141388756173,0.00194467312874866,0.0270386669526725,-1.67235653313953,"LINC00665","100506930","long intergenic non-protein coding RNA 665"
"234107_s_at",-0.944546753222774,9.37307007303502,-3.15140850791929,0.00194470680548874,0.0270386669526725,-1.67237210134515,"DTD1","92675","D-aminoacyl-tRNA deacylase 1"
"229022_at",1.45965897216777,7.28663491944397,3.15124164080302,0.00194575166762524,0.0270457335355708,-1.67285498831534,"ZFX","7543","zinc finger protein X-linked"
"230306_at",-1.30897078565149,7.13159155094626,-3.15062066467622,0.0019496445705241,0.0270800602155357,-1.67465179751086,"VPS26B","112936","VPS26 retromer complex component B"
"1554616_at",1.55072779635641,5.30425055946987,3.15054938062016,0.00195009191227269,0.0270800602155357,-1.67485803972814,"SERPINB8","5271","serpin family B member 8"
"205324_s_at",-0.742753837938379,7.79403859167542,-3.15051712171553,0.00195029438368434,0.0270800602155357,-1.67495137128622,"FTSJ1","24140","FtsJ RNA 2'-O-methyltransferase 1"
"231420_at",-1.55390218793281,3.20149615456611,-3.15050501099793,0.00195037040103162,0.0270800602155357,-1.67498640983349,"GGN","199720","gametogenetin"
"222298_at",-1.36905869718887,6.5837560262136,-3.15000655233667,0.00195350154261732,0.0271160647891644,-1.6764284403781,NA,NA,NA
"218838_s_at",1.22736205787532,6.53959281127157,3.14922662302044,0.00195841013254028,0.0271737012561562,-1.67868435766107,"TTC31","64427","tetratricopeptide repeat domain 31"
"221824_s_at",0.961296784827201,8.28207838341962,3.149175528431,0.00195873210181574,0.0271737012561562,-1.67883212978807,"MARCHF8","220972","membrane associated ring-CH-type finger 8"
"1553611_s_at",-1.61907930816205,5.7005537816259,-3.14898802304502,0.00195991407535262,0.0271826167616531,-1.67937440145023,"KLHL35","283212","kelch like family member 35"
"209984_at",1.17541166940353,7.62690507747949,3.14887238281815,0.00196064336358586,0.0271852506652245,-1.67970882260349,"KDM4C","23081","lysine demethylase 4C"
"214956_at",-1.41847912114518,9.72236277908439,-3.14844131449575,0.00196336412428439,0.0272101729228798,-1.68095533845236,"AAK1","22848","AP2 associated kinase 1"
"223749_at",-1.97649440277181,4.20551852761505,-3.14841654876057,0.00196352054365021,0.0272101729228798,-1.6810269487224,"C1QTNF2","114898","C1q and TNF related 2"
"211106_at",-1.1475672527869,7.2183220859584,-3.14734695203876,0.00197028710292282,0.0272964376785083,-1.68411922191439,"SUPT3H","8464","SPT3 homolog, SAGA and STAGA complex component"
"231670_at",1.79536174138768,4.42759526344126,3.14699695314282,0.00197250597913596,0.0273196685502697,-1.68513089093258,NA,NA,NA
"228297_at",1.3111837992501,9.77266114483468,3.14662792648005,0.00197484799272609,0.0273445916707108,-1.68619745253511,NA,NA,NA
"229100_s_at",-1.0298895704969,7.6628626044394,-3.14639418565278,0.00197633275262461,0.0273576344589489,-1.68687295391364,"TIMM22","29928","translocase of inner mitochondrial membrane 22"
"225811_at",-1.06129369681323,10.1643334721078,-3.14613965163796,0.0019779507707357,0.0273700507336254,-1.68760849661644,"C11orf58","10944","chromosome 11 open reading frame 58"
"225517_at",1.07783555962661,8.99820253227392,3.14608225416748,0.00197831580370622,0.0273700507336254,-1.68777435441858,"ZNF770","54989","zinc finger protein 770"
"71933_at",1.30317981093206,6.69632421012716,3.14470027933892,0.00198712367188748,0.0274843633882549,-1.69176695629742,"WNT6","7475","Wnt family member 6"
"201208_s_at",1.27084745664883,6.74620303635275,3.14450473266076,0.00198837289798109,0.0274940966889287,-1.69233177703645,"TNFAIP1","7126","TNF alpha induced protein 1"
"229700_at",1.17437790523247,7.08431602844714,3.1442161551131,0.00199021776978453,0.0275120586436944,-1.69316525353802,"ZNF738","148203","zinc finger protein 738"
"201142_at",-0.931094194619757,8.15848344087514,-3.14396595903923,0.00199181855291346,0.027526637478857,-1.69388782136975,"EIF2S1","1965","eukaryotic translation initiation factor 2 subunit alpha"
"227107_at",-1.16109078846992,9.35685545074468,-3.14367576390399,0.00199367674888738,0.0275370604131747,-1.69472584346598,"PANX1","24145","pannexin 1"
"217911_s_at",1.40992666939392,8.76017827335093,3.14362806954421,0.00199398230208907,0.0275370604131747,-1.69486356817418,"BAG3","9531","BAG cochaperone 3"
"221848_at",-1.65056462774794,6.3419343342354,-3.14359224636629,0.00199421183127493,0.0275370604131747,-1.69496701183436,"ZGPAT","84619","zinc finger CCCH-type and G-patch domain containing"
"229836_s_at",1.55649766904431,2.95906606807328,3.14317579359583,0.00199688195850863,0.0275610810347633,-1.69616949242615,"NUDT4","11163","nudix hydrolase 4"
"224369_s_at",0.783567562332299,7.6330484323077,3.14308241775417,0.00199748110118888,0.0275610810347633,-1.69643908995349,"FBXO38","81545","F-box protein 38"
"219585_at",-1.58526430247406,4.93431501474843,-3.14306515372959,0.00199759189341462,0.0275610810347633,-1.69648893439167,"CCDC28B","79140","coiled-coil domain containing 28B"
"1567906_at",1.73247607577531,4.63231277570558,3.14271268123507,0.0019998551378934,0.0275847561042598,-1.69750653520928,"SOX4","6659","SRY-box transcription factor 4"
"1556345_s_at",1.34721959234804,5.92029680904241,3.14262051166805,0.00200044735526795,0.0275853754180192,-1.69777261553848,NA,NA,NA
"212522_at",0.97985234918206,7.99647852217846,3.14152414622587,0.00200750430757737,0.0276679081648308,-1.70093713953669,"PDE8A","5151","phosphodiesterase 8A"
"1561153_at",-1.75956493241487,4.32120498634696,-3.14152009770507,0.00200753040929319,0.0276679081648308,-1.70094882329597,NA,NA,NA
"212380_at",-0.927463319162832,7.52140065945973,-3.14109389091171,0.00201028001897833,0.0276982294249663,-1.70217875347851,"CMTR1","23070","cap methyltransferase 1"
"233397_at",-1.81567227564391,5.33335087297174,-3.14084509217962,0.00201188671932962,0.0277127910743188,-1.70289665892656,NA,NA,NA
"238324_at",1.18456718056558,5.95937321563329,3.13895297116732,0.00202414469999219,0.0278685245968476,-1.70835471382185,"GATAD2A","54815","GATA zinc finger domain containing 2A"
"228287_at",1.07142527304309,9.19239720154765,3.13889772897187,0.00202450362014669,0.0278685245968476,-1.70851402327338,"ING5","84289","inhibitor of growth family member 5"
"1561056_a_at",1.22425210915213,5.67468474818097,3.1388442049836,0.00202485143298061,0.0278685245968476,-1.70866837534618,NA,NA,NA
"223340_at",-1.46415326904146,10.9764144846558,-3.13872634230594,0.00202561753055467,0.0278714575914512,-1.70900825868932,"ATL1","51062","atlastin GTPase 1"
"223024_at",-1.18117559450032,8.85576428697199,-3.1385077360046,0.00202703916415469,0.0278822855719933,-1.70963862906399,"AP1M1","8907","adaptor related protein complex 1 subunit mu 1"
"1569580_a_at",1.60361095796354,3.0851561297492,3.13837363922859,0.00202791167537147,0.0278822855719933,-1.71002528974036,NA,NA,NA
"232709_at",1.4616651220103,5.63800723614488,3.13835021786096,0.00202806410402427,0.0278822855719933,-1.71009282247578,NA,NA,NA
"239820_at",-1.77118711124888,4.68747106510853,-3.13789648892258,0.00203101911340108,0.027915297064229,-1.71140100863383,NA,NA,NA
"1559911_at",1.92310303454777,4.14258014208833,3.13771286201462,0.00203221615723367,0.0279241348257181,-1.71193039240629,NA,NA,NA
"208850_s_at",-1.23276540559649,10.1796684182233,-3.13688155852649,0.00203764351470232,0.0279910293287303,-1.71432664260359,"THY1","7070","Thy-1 cell surface antigen"
"239787_at",-1.52877574860373,7.28062281160625,-3.13679716812125,0.00203819522700819,0.0279910293287303,-1.71456986855679,"KCTD4","386618","potassium channel tetramerization domain containing 4"
"238158_at",-1.40143042804765,5.76414964905306,-3.13614819884346,0.00204244256633836,0.0280361692286123,-1.71644010428292,"MEIG1","644890","meiosis/spermiogenesis associated 1"
"200883_at",-1.75944055357541,7.47851743463448,-3.13612498314232,0.00204259465898423,0.0280361692286123,-1.71650700227803,"UQCRC2","7385","ubiquinol-cytochrome c reductase core protein 2"
"39817_s_at",-0.920589314754016,7.96312795480436,-3.13586063151895,0.00204432724142985,0.0280523107256482,-1.71726872300812,"DNPH1","10591","2'-deoxynucleoside 5'-phosphate N-hydrolase 1"
"205433_at",-1.375012302343,6.74095862060762,-3.13543988973684,0.00204708762544325,0.0280825431164848,-1.71848096054651,"BCHE","590","butyrylcholinesterase"
"230737_s_at",-0.812908531929192,8.29616715580168,-3.13521229689817,0.00204858224480299,0.028087794443895,-1.7191366394409,"SVIL-AS1","102724316","SVIL antisense RNA 1"
"1552427_at",-1.56785967358875,5.07106632372317,-3.13521187812513,0.00204858499584845,0.028087794443895,-1.71913784585786,"ZNF485","220992","zinc finger protein 485"
"203123_s_at",-1.07544299035421,8.91253763509987,-3.13480078498472,0.00205128724074144,0.0281146675425222,-1.72032206996784,"SLC11A2","4891","solute carrier family 11 member 2"
"228636_at",-1.41772693479246,9.35767438487515,-3.13471572330446,0.00205184679005503,0.0281146675425222,-1.72056708764018,"BHLHE22","27319","basic helix-loop-helix family member e22"
"212429_s_at",-0.934332175375253,8.78771963727969,-3.13465923673315,0.00205221844584312,0.0281146675425222,-1.72072979232045,"GTF3C2","2976","general transcription factor IIIC subunit 2"
"217803_at",1.00811411876288,9.16452981035209,3.13434186190964,0.00205430778646507,0.0281356431373983,-1.72164391510268,"GOLPH3","64083","golgi phosphoprotein 3"
"235772_at",1.43567098063532,5.30651959359062,3.13396820803121,0.00205677014809303,0.0281617148150059,-1.72272003202599,"PPP3CB-AS1","101929145","PPP3CB antisense RNA 1"
"229900_at",1.61273914373962,5.20316916246598,3.13344900754524,0.00206019619319903,0.0282009636972907,-1.72421513346914,"CD109","135228","CD109 molecule"
"203230_at",-0.833439468313944,8.96924916966854,-3.13282645307844,0.00206431120746924,0.0282496196491059,-1.72600756819551,"DVL1","1855","dishevelled segment polarity protein 1"
"1565868_at",1.92611482262207,4.66377089505343,3.1327351548083,0.00206491531824733,0.0282502163287143,-1.72627040430921,"CD44","960","CD44 molecule (IN blood group)"
"1570237_at",1.78456323733242,4.79251801771779,3.13251614835766,0.0020663651277212,0.0282623795935621,-1.72690086858145,NA,NA,NA
"218630_at",1.57049316599537,5.12013429601154,3.13117002176009,0.00207529712849255,0.0283768449737257,-1.73077517582728,"MKS1","54903","MKS transition zone complex subunit 1"
"230170_at",1.84931268363336,4.49370198764309,3.13075156926299,0.00207808097698318,0.0284018079082916,-1.73197923187548,"OSM","5008","oncostatin M"
"1555495_a_at",0.91743899314557,9.7830300351215,3.13072621123122,0.0020782497880157,0.0284018079082916,-1.73205219257838,"CWC27","10283","CWC27 spliceosome associated cyclophilin"
"209286_at",-1.5058862968405,6.5830738978442,-3.13062981039605,0.0020788916542195,0.0284028783584486,-1.73232955449922,"CDC42EP3","10602","CDC42 effector protein 3"
"226395_at",1.17734990511346,8.78846382676641,3.1303118007333,0.00208101036151476,0.0284241201167223,-1.73324447018724,"HOOK3","84376","hook microtubule tethering protein 3"
"244113_at",-1.2105732224939,10.6823758395252,-3.12930518178584,0.00208773004719958,0.0285081772172598,-1.73613997995031,"KCNJ9","3765","potassium inwardly rectifying channel subfamily J member 9"
"203919_at",-1.21824246956957,8.85667237552751,-3.12912817880499,0.00208891370573285,0.0285166142152333,-1.73664903913128,"TCEA2","6919","transcription elongation factor A2"
"211347_at",-1.22343889260952,6.6892997278867,-3.12843397030427,0.00209356203344329,0.0285723314507379,-1.73864533284051,"CDC14B","8555","cell division cycle 14B"
"239024_at",1.2039081302265,7.59439341791746,3.12819119757165,0.00209518986632291,0.0285868068360966,-1.73934336785722,"ZNF148","7707","zinc finger protein 148"
"222566_at",1.13631122624843,7.61458954942091,3.12810496211881,0.00209576837186343,0.0285869612206464,-1.73959130583829,"KMT5B","51111","lysine methyltransferase 5B"
"218862_at",-0.962987773041718,8.91410200224916,-3.12691971013792,0.00210373456605985,0.0286878587294326,-1.74299844793776,"ASB13","79754","ankyrin repeat and SOCS box containing 13"
"242239_at",1.35082068035432,9.58336906852454,3.12633755016578,0.00210765757811152,0.0287335811724097,-1.7446715172117,"NSUN6","221078","NOP2/Sun RNA methyltransferase 6"
"242728_at",1.73121514453972,4.85715782598785,3.12620023356395,0.00210858390266149,0.028738436256907,-1.7450661113817,NA,NA,NA
"235556_at",0.792681326872426,9.00487583421533,3.12581102599537,0.00211121150796377,0.0287628581980122,-1.74618445873757,"CREBRF","153222","CREB3 regulatory factor"
"243182_at",1.41982896052794,5.7722862436182,3.12574538539937,0.0021116549572143,0.0287628581980122,-1.74637305807086,NA,NA,NA
"1558398_at",1.71020958570773,4.40769260714052,3.1256813242219,0.00211208781950444,0.0287628581980122,-1.74655711604023,"ANKRD24","170961","ankyrin repeat domain 24"
"1569515_a_at",1.67656188793477,4.11495794701822,3.1251366763671,0.00211577133233499,0.028805237958135,-1.74812184203164,"LOC100996681","100996681","uncharacterized LOC100996681"
"221237_s_at",-1.63971445783884,4.61265886707859,-3.124726714112,0.00211854787381574,0.0288297686944579,-1.74929946972137,"OSBP2","23762","oxysterol binding protein 2"
"1561061_at",1.35001407070034,5.51968030220483,3.12466638113186,0.00211895677415331,0.0288297686944579,-1.74947276636667,"LINC02226","729506","long intergenic non-protein coding RNA 2226"
"210100_s_at",-1.6359673932938,5.0125998196073,-3.1246173455813,0.00211928916118662,0.0288297686944579,-1.74961361081908,"ABCA2","20","ATP binding cassette subfamily A member 2"
"205737_at",-1.33449696281017,10.3938558409526,-3.12419243314502,0.00212217144824188,0.0288611881173338,-1.75083400224463,"KCNQ2","3785","potassium voltage-gated channel subfamily Q member 2"
"218961_s_at",-1.34374953831343,6.60280808659287,-3.12330128471766,0.00212822811996783,0.0289357500605608,-1.75339299615245,"PNKP","11284","polynucleotide kinase 3'-phosphatase"
"1555902_at",-1.13134611213362,7.67003577863293,-3.12316906877192,0.00212912808480371,0.0289401792346795,-1.75377260859028,"ARMCX5","64860","armadillo repeat containing X-linked 5"
"206275_s_at",-1.49998528279718,7.59304927837147,-3.12246643716996,0.00213391665686684,0.0289936770579573,-1.75578973534794,"MICAL2","9645","microtubule associated monooxygenase, calponin and LIM domain containing 2"
"220099_s_at",0.94562116024143,8.57868370344778,3.12242279170031,0.00213421443790841,0.0289936770579573,-1.75591502032837,"LUC7L2","51631","LUC7 like 2, pre-mRNA splicing factor"
"209600_s_at",1.12152787508707,6.83874899448281,3.12182370500957,0.00213830573114428,0.0290384899284665,-1.75763455195469,"ACOX1","51","acyl-CoA oxidase 1"
"222428_s_at",-1.30722949208987,10.9875730588576,-3.12177109018128,0.00213866539581492,0.0290384899284665,-1.75778555606128,"LARS1","51520","leucyl-tRNA synthetase 1"
"221332_at",1.63243117710906,4.83739648112949,3.12148704987583,0.00214060800706729,0.0290570385575541,-1.7586007106175,"BMP15","9210","bone morphogenetic protein 15"
"216682_s_at",1.26822920656928,6.61815648841332,3.1213300337538,0.00214168257412852,0.0290571217196723,-1.75905129613724,"SUPT20H","55578","SPT20 homolog, SAGA complex component"
"244295_at",-1.87191282672263,3.10385529186249,-3.12131767551662,0.00214176717105975,0.0290571217196723,-1.75908675943665,NA,NA,NA
"226766_at",-1.52464664791621,7.1841488431582,-3.12118573585489,0.00214267054207015,0.0290615548952846,-1.75946536687569,"ROBO2","6092","roundabout guidance receptor 2"
"226901_at",-0.89496766167041,8.57980712083474,-3.12099958558981,0.00214394568474751,0.0290636760122018,-1.75999951038645,"C17orf58","284018","chromosome 17 open reading frame 58"
"223272_s_at",-1.52296995144428,6.58628463266785,-3.12099454442598,0.002143980226848,0.0290636760122018,-1.76001397521868,"NTPCR","84284","nucleoside-triphosphatase, cancer-related"
"211622_s_at",-1.5299014340811,6.67072827521957,-3.12075472513743,0.00214562406605378,0.0290781388957183,-1.76070207544876,"ARF3","377","ARF GTPase 3"
"218597_s_at",-0.982356955560354,9.56209649421728,-3.12040300129427,0.00214803706423232,0.0291001034595237,-1.76171117304471,"CISD1","55847","CDGSH iron sulfur domain 1"
"210021_s_at",-1.0801468891129,6.80264288135747,-3.12031357003026,0.00214865100697758,0.0291001034595237,-1.76196773585724,"CCNO","10309","cyclin O"
"222597_at",-1.7719832632258,5.41242157581534,-3.12026610676448,0.00214897690673493,0.0291001034595237,-1.76210389711991,"SNAP29","9342","synaptosome associated protein 29"
"1553681_a_at",1.14803007926938,6.55179755321861,3.12013828584312,0.00214985479842086,0.0291012584658643,-1.76247057706575,"PRF1","5551","perforin 1"
"1559714_at",1.77274364110966,4.25256452208417,3.11998059676218,0.00215093828607971,0.0291012584658643,-1.76292292159851,"RGR","5995","retinal G protein coupled receptor"
"234654_at",1.33664274852104,6.10298307936447,3.11993457290966,0.00215125461298476,0.0291012584658643,-1.76305494113761,NA,NA,NA
"214646_at",1.82219672660924,3.92624197609127,3.11987916352606,0.00215163550478045,0.0291012584658643,-1.76321388082232,"H3C12","8356","H3 clustered histone 12"
"230526_at",1.58586486806533,5.89275155854841,3.11983354006035,0.00215194917367267,0.0291012584658643,-1.76334474811278,NA,NA,NA
"239828_at",-1.87245310511883,4.94095906791011,-3.11971257500338,0.00215278103337536,0.0291046987293861,-1.76369171862349,"AK9","221264","adenylate kinase 9"
"201471_s_at",-1.05189420080324,9.40622112408443,-3.11900518052742,0.00215765164801558,0.029151443322636,-1.76572053870663,"SQSTM1","8878","sequestosome 1"
"239945_at",1.91643404550482,4.70494662130439,3.11896270008967,0.0021579444624311,0.029151443322636,-1.76584236047441,NA,NA,NA
"201040_at",-1.25496014794552,7.05025886083017,-3.11895845126911,0.00215797375125008,0.029151443322636,-1.76585454479843,"GNAI2","2771","G protein subunit alpha i2"
"1564235_at",1.75348297617913,3.99770522909018,3.11886993776744,0.00215858399388166,0.029151873492934,-1.76610837125463,NA,NA,NA
"221206_at",-0.899009764069838,8.64107620230072,-3.11863742737193,0.00216018776167618,0.0291657174862687,-1.76677510135424,"PMS2","5395","PMS1 homolog 2, mismatch repair system component"
"237494_at",1.48433897241127,5.81081464351066,3.11833552645336,0.00216227180432757,0.0291860367460937,-1.767640745431,"LOC105370829","105370829","uncharacterized LOC105370829"
"244018_at",1.22100490327321,6.02330360550378,3.11817677833392,0.0021633683997478,0.029193020271938,-1.76809589619462,NA,NA,NA
"220182_at",-1.50304718041065,6.49875550095966,-3.11780049891238,0.00216596970740865,0.0292134848015788,-1.76917465499096,"SLC25A23","79085","solute carrier family 25 member 23"
"229238_at",-1.0644703746678,7.17006759843781,-3.1176623849012,0.00216692524791529,0.0292134848015788,-1.76957058651228,"LIAT1","400566","ligand of ATE1"
"242662_at",1.7081289116339,6.6252995493067,3.11763479688969,0.00216711616205691,0.0292134848015788,-1.76964967123155,"PCSK6","5046","proprotein convertase subtilisin/kexin type 6"
"205751_at",-1.6339649938374,11.8014574924422,-3.11757980764064,0.00216749674426625,0.0292134848015788,-1.76980730341946,"SH3GL2","6456","SH3 domain containing GRB2 like 2, endophilin A1"
"200797_s_at",0.932127540275015,10.1840952655156,3.11753844701181,0.00216778304315202,0.0292134848015788,-1.76992586618995,"MCL1","4170","MCL1 apoptosis regulator, BCL2 family member"
"242290_at",0.991134022289733,7.5146845399954,3.11689384200741,0.00217224953390083,0.0292621187667361,-1.77177348684033,"TACC1","6867","transforming acidic coiled-coil containing protein 1"
"213207_s_at",1.40006147715297,5.8815315442052,3.11685007685593,0.00217255309269908,0.0292621187667361,-1.77189891797378,"GOSR2","9570","golgi SNAP receptor complex member 2"
"228595_at",-0.854362591729847,7.63164267857352,-3.11634484027801,0.00217606030000745,0.0293015268983904,-1.77334681613263,"HSD17B1","3292","hydroxysteroid 17-beta dehydrogenase 1"
"212759_s_at",-1.65429260717989,6.33161979134822,-3.11570795534083,0.00218048883748076,0.0293532285113031,-1.77517169537289,"TCF7L2","6934","transcription factor 7 like 2"
"240154_at",1.95091437379984,4.80490654681034,3.11562522964137,0.00218106467678876,0.0293532285113031,-1.77540870688408,NA,NA,NA
"1558470_at",1.68219370753825,4.05337255223415,3.11501226325033,0.00218533581631211,0.0294028591772415,-1.77716470058642,"VWA3B","200403","von Willebrand factor A domain containing 3B"
"220827_at",-1.56972312115731,5.22076772124111,-3.11467695347869,0.00218767552278226,0.0294264835932075,-1.77812514954175,NA,NA,NA
"217771_at",-1.17457338837479,8.8610045236803,-3.11458411598309,0.00218832372886482,0.0294273490551003,-1.77839105374856,"GOLM1","51280","golgi membrane protein 1"
"237105_at",-1.40814775419736,5.49334033807452,-3.1143579151899,0.00218990384270258,0.0294407424849433,-1.77903890652765,"CHROMR","101927027","cholesterol induced regulator of metabolism RNA"
"221302_at",1.58364833504463,3.80538387238267,3.11390796172548,0.0021930501082956,0.0294751782688551,-1.78032747731599,"KLF15","28999","KLF transcription factor 15"
"218714_at",-1.24876198884245,7.17403684266638,-3.11359233961043,0.00219525956746078,0.0294953978463786,-1.78123125390803,"PRR14","78994","proline rich 14"
"209934_s_at",-0.957472457995483,8.73789671834896,-3.11352589838266,0.00219572494037048,0.0294953978463786,-1.78142149653956,"ATP2C1","27032","ATPase secretory pathway Ca2+ transporting 1"
"231437_at",1.65967235983806,5.62733257166112,3.11308575908728,0.00219881010487955,0.0295289709821568,-1.78268166678373,"SLC35D2","11046","solute carrier family 35 member D2"
"1553990_at",-1.09820099719294,7.13234402522639,-3.11244272934569,0.00220332464464564,0.0295817169458671,-1.78452245399587,"BRICD5","283870","BRICHOS domain containing 5"
"217155_at",1.92604915145296,4.01327993242766,3.11205462661257,0.00220605355861526,0.0296104674854241,-1.78563330513462,NA,NA,NA
"238665_at",-1.50303445890811,5.98745518999642,-3.11123131295793,0.00221185298044475,0.0296804052362608,-1.78798943932149,"ZNF865","100507290","zinc finger protein 865"
"1556361_s_at",-1.79470840517793,4.22940186700423,-3.11078538766321,0.00221499996409646,0.029714722701737,-1.78926534560654,"ANKRD13C","81573","ankyrin repeat domain 13C"
"224906_at",0.962920113771402,8.4822362915707,3.11069620818615,0.00221562981827328,0.0297152630310781,-1.78952049156028,"ANO6","196527","anoctamin 6"
"224899_s_at",1.3059514695295,8.08777405715196,3.11051289229855,0.00221692505672349,0.0297247246033308,-1.79004494521033,"MAGT1","84061","magnesium transporter 1"
"218820_at",-1.11195579856315,11.9771128178234,-3.11034223320099,0.00221813149683577,0.0297329908436222,-1.79053316421532,"C14orf132","56967","chromosome 14 open reading frame 132"
"240502_at",1.47252249419278,8.16831994103997,3.11019026270936,0.00221920633284584,0.0297394890672063,-1.79096789927073,NA,NA,NA
"233883_at",1.73729428017918,4.7619472583772,3.10994296689609,0.00222095640273256,0.0297443877843746,-1.79167528712376,"SNX24","28966","sorting nexin 24"
"219043_s_at",1.09891012116967,7.39788541794507,3.10989909415743,0.00222126701586625,0.0297443877843746,-1.7918007795941,"PDCL3","79031","phosducin like 3"
